Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested,Vaccinated_1st,Vaccinated_2nd
Akita,2020-07-03,16,0,0,0,16,999,,
Yamagata,2020-07-03,68,0,1,1,69,2562,,
Fukushima,2020-07-03,81,0,1,0,82,7105,,
Ibaraki,2020-07-03,160,10,12,0,182,5417,,
Tochigi,2020-07-03,66,0,18,0,84,7707,,
Gunma,2020-07-03,131,19,4,0,154,5246,,
Saitama,2020-07-03,976,65,150,3,1191,37440,,
Chiba,2020-07-03,888,45,54,1,987,18715,,
Tokyo,2020-07-03,5582,325,616,9,6523,89886,,
Kanagawa,2020-07-03,1342,96,107,7,1545,12898,,
Niigata,2020-07-03,83,0,0,0,84,5054,,
Toyama,2020-07-03,205,22,1,0,228,4009,,
Ishikawa,2020-07-03,257,27,16,1,300,2922,,
Fukui,2020-07-03,114,8,0,0,122,3481,,
Yamanashi,2020-07-03,72,1,2,0,75,5815,,
Nagano,2020-07-03,76,,1,0,77,3334,,
Gifu,2020-07-03,147,7,6,1,160,5348,,
Shizuoka,2020-07-03,79,1,6,0,86,7829,,
Aichi,2020-07-03,478,34,7,0,525,13199,,
Mie,2020-07-03,45,1,0,0,46,2920,,
Shiga,2020-07-03,99,1,3,0,103,2471,,
Kyoto,2020-07-03,347,18,21,0,386,10600,,
Osaka,2020-07-03,1714,86,51,2,1851,41726,,
Hyogo,2020-07-03,656,45,8,0,709,15205,,
Nara,2020-07-03,90,2,0,0,92,3943,,
Wakayama,2020-07-03,61,3,0,0,64,4042,,
Tottori,2020-07-03,3,0,1,0,4,1504,,
Shimane,2020-07-03,24,0,0,0,24,1254,,
Okayama,2020-07-03,26,,2,,28,1964,,
Hiroshima,2020-07-03,165,3,1,0,169,7907,,
Yamaguchi,2020-07-03,37,0,0,0,37,2425,,
Tokushima,2020-07-03,4,1,1,0,6,943,,
Kagawa,2020-07-03,28,0,0,0,28,2776,,
Ehime,2020-07-03,77,5,0,0,82,2629,,
Kochi,2020-07-03,71,3,0,0,74,1985,,
Fukuoka,2020-07-03,803,33,22,2,858,16777,,
Saga,2020-07-03,47,0,0,0,47,1659,,
Nagasaki,2020-07-03,16,1,0,0,17,3324,,
Kumamoto,2020-07-03,46,3,0,0,49,4310,,
Oita,2020-07-03,59,1,0,0,60,5018,,
Miyazaki,2020-07-03,17,0,0,0,17,1589,,
Kagoshima,2020-07-03,11,0,10,0,21,2654,,
Okinawa,2020-07-03,139,7,0,0,142,3037,,
Hokkaido,2020-07-04,1080,101,94,6,1275,21674,,
Aomori,2020-07-04,26,1,0,0,27,1002,,
Iwate,2020-07-04,0,0,0,0,0,1005,,
Miyagi,2020-07-04,90,1,6,0,97,3951,,
Akita,2020-07-04,16,0,0,0,16,999,,
Yamagata,2020-07-04,68,0,1,1,69,2566,,
Fukushima,2020-07-04,81,0,1,0,82,7204,,
Ibaraki,2020-07-04,160,10,13,0,183,5417,,
Tochigi,2020-07-04,86,0,18,0,86,7829,,
Gunma,2020-07-04,133,19,3,0,154,5261,,
Saitama,2020-07-04,978,65,175,3,1218,37535,,
Chiba,2020-07-04,891,45,67,1,1003,18877,,
Tokyo,2020-07-04,5617,325,712,9,6654,91377,,
Kanagawa,2020-07-04,1362,96,107,7,1565,12898,,
Niigata,2020-07-04,83,0,0,0,84,5054,,
Toyama,2020-07-04,205,22,1,0,228,4009,,
Ishikawa,2020-07-04,260,27,13,1,300,2925,,
Fukui,2020-07-04,114,8,0,0,122,3510,,
Yamanashi,2020-07-04,72,1,2,0,75,5815,,
Nagano,2020-07-04,76,,1,0,77,3351,,
Gifu,2020-07-04,147,7,6,1,160,5420,,
Shizuoka,2020-07-04,79,1,6,0,86,7829,,
Aichi,2020-07-04,478,34,7,0,525,13199,,
Mie,2020-07-04,45,1,0,0,46,2945,,
Shiga,2020-07-04,99,1,3,0,103,2524,,
Kyoto,2020-07-04,347,18,21,0,386,10600,,
Osaka,2020-07-04,1714,86,51,2,1851,41726,,
Hyogo,2020-07-04,656,45,8,0,709,15362,,
Nara,2020-07-04,90,2,1,0,93,3943,,
Wakayama,2020-07-04,61,3,0,0,64,4054,,
Tottori,2020-07-04,3,0,1,0,4,1645,,
Shimane,2020-07-04,24,0,0,0,24,1256,,
Okayama,2020-07-04,26,,2,,28,1976,,
Hiroshima,2020-07-04,165,3,1,0,169,7907,,
Yamaguchi,2020-07-04,37,0,0,0,37,2435,,
Tokushima,2020-07-04,4,1,1,0,6,953,,
Kagawa,2020-07-04,28,0,0,0,28,2792,,
Ehime,2020-07-04,77,5,0,0,82,2629,,
Kochi,2020-07-04,71,3,0,0,74,1991,,
Fukuoka,2020-07-04,806,33,23,2,862,16875,,
Saga,2020-07-04,47,0,0,0,47,1665,,
Nagasaki,2020-07-04,16,1,0,0,17,3343,,
Kumamoto,2020-07-04,46,3,0,0,49,4325,,
Oita,2020-07-04,59,1,0,0,60,5039,,
Miyazaki,2020-07-04,17,0,0,0,17,1589,,
Kagoshima,2020-07-04,11,0,40,0,51,2784,,
Okinawa,2020-07-04,139,7,0,0,142,3037,,
Hokkaido,2020-07-05,1088,101,87,6,1276,21946,,
Aomori,2020-07-05,26,1,0,0,27,1002,,
Iwate,2020-07-05,0,0,0,0,0,1005,,
Miyagi,2020-07-05,90,1,7,0,98,3995,,
Akita,2020-07-05,16,0,0,0,16,999,,
Yamagata,2020-07-05,68,0,1,1,70,2573,,
Fukushima,2020-07-05,81,0,1,0,82,7227,,
Ibaraki,2020-07-05,160,10,13,0,183,5417,,
Tochigi,2020-07-05,86,0,18,0,87,7948,,
Gunma,2020-07-05,133,19,3,0,155,5288,,
Saitama,2020-07-05,984,65,190,3,1239,37659,,
Chiba,2020-07-05,893,45,72,1,1010,19089,,
Tokyo,2020-07-05,5642,325,798,9,6765,91377,,
Kanagawa,2020-07-05,1382,96,107,7,1585,12898,,
Niigata,2020-07-05,83,0,0,0,84,5054,,
Toyama,2020-07-05,205,22,1,0,228,4009,,
Ishikawa,2020-07-05,261,27,12,1,300,2932,,
Fukui,2020-07-05,114,8,0,0,122,3526,,
Yamanashi,2020-07-05,72,1,2,0,75,5815,,
Nagano,2020-07-05,76,,1,0,77,3367,,
Gifu,2020-07-05,147,7,6,1,160,5421,,
Shizuoka,2020-07-05,79,1,6,0,86,7829,,
Aichi,2020-07-05,480,34,5,0,525,13199,,
Mie,2020-07-05,45,1,0,0,46,2951,,
Shiga,2020-07-05,99,1,3,0,103,2527,,
Kyoto,2020-07-05,347,18,21,0,386,10600,,
Osaka,2020-07-05,1723,86,76,3,1885,43039,,
Hyogo,2020-07-05,656,45,9,0,710,15461,,
Nara,2020-07-05,90,2,3,0,95,3943,,
Wakayama,2020-07-05,61,3,0,0,64,4066,,
Tottori,2020-07-05,3,0,1,0,4,1753,,
Shimane,2020-07-05,24,0,0,0,24,1257,,
Okayama,2020-07-05,26,,2,,28,1983,,
Hiroshima,2020-07-05,165,3,1,0,169,7907,,
Yamaguchi,2020-07-05,37,0,0,0,37,2450,,
Tokushima,2020-07-05,4,1,1,0,6,955,,
Kagawa,2020-07-05,28,0,0,0,28,2822,,
Ehime,2020-07-05,77,5,0,0,82,2629,,
Kochi,2020-07-05,71,3,0,0,74,1996,,
Fukuoka,2020-07-05,807,33,28,2,868,16998,,
Saga,2020-07-05,47,0,0,0,47,1666,,
Nagasaki,2020-07-05,16,1,0,0,17,3366,,
Kumamoto,2020-07-05,46,3,0,0,49,4325,,
Oita,2020-07-05,59,1,0,0,60,5041,,
Miyazaki,2020-07-05,17,0,0,0,17,1589,,
Kagoshima,2020-07-05,11,0,74,0,85,2784,,
Okinawa,2020-07-05,139,7,0,0,142,3037,,
Hokkaido,2020-07-06,1093,101,83,6,1277,22118,,
Aomori,2020-07-06,26,1,0,0,27,1015,,
Iwate,2020-07-06,0,0,0,0,0,1009,,
Miyagi,2020-07-06,90,1,7,0,98,4018,,
Akita,2020-07-06,16,0,0,0,16,1001,,
Yamagata,2020-07-06,68,0,4,1,71,2583,,
Fukushima,2020-07-06,81,0,1,0,82,7275,,
Ibaraki,2020-07-06,160,10,16,0,186,5531,,
Tochigi,2020-07-06,67,0,21,0,87,8065,,
Gunma,2020-07-06,133,19,3,0,155,5299,,
Saitama,2020-07-06,1007,66,182,3,1255,38502,,
Chiba,2020-07-06,895,45,79,1,1019,19276,,
Tokyo,2020-07-06,5706,325,836,8,6867,94857,,
Kanagawa,2020-07-06,1364,96,136,10,1596,13257,,
Niigata,2020-07-06,83,0,1,0,85,5098,,
Toyama,2020-07-06,205,22,1,0,228,4090,,
Ishikawa,2020-07-06,261,27,12,1,300,2934,,
Fukui,2020-07-06,114,8,0,0,122,3528,,
Yamanashi,2020-07-06,73,1,1,0,75,5966,,
Nagano,2020-07-06,76,,1,0,77,3380,,
Gifu,2020-07-06,147,7,6,1,160,5425,,
Shizuoka,2020-07-06,81,1,4,0,86,8040,,
Aichi,2020-07-06,480,34,5,0,525,13413,,
Mie,2020-07-06,45,1,0,0,46,2955,,
Shiga,2020-07-06,99,1,3,0,103,2527,,
Kyoto,2020-07-06,348,18,35,0,401,11061,,
Osaka,2020-07-06,1730,86,77,3,1893,43319,,
Hyogo,2020-07-06,656,45,11,0,712,15593,,
Nara,2020-07-06,90,2,4,0,96,3943,,
Wakayama,2020-07-06,61,3,0,0,64,4070,,
Tottori,2020-07-06,3,0,1,0,4,1816,,
Shimane,2020-07-06,24,0,0,0,24,1260,,
Okayama,2020-07-06,26,,2,,28,1988,,
Hiroshima,2020-07-06,166,3,2,0,169,7972,,
Yamaguchi,2020-07-06,37,0,0,0,37,2485,,
Tokushima,2020-07-06,4,1,1,0,6,960,,
Kagawa,2020-07-06,28,0,0,0,28,2822,,
Ehime,2020-07-06,77,5,0,0,82,2638,,
Kochi,2020-07-06,71,3,0,0,74,1998,,
Fukuoka,2020-07-06,807,33,37,2,877,16998,,
Saga,2020-07-06,47,0,0,0,47,1668,,
Nagasaki,2020-07-06,16,1,1,0,18,3367,,
Kumamoto,2020-07-06,46,3,0,0,49,4366,,
Oita,2020-07-06,59,1,0,0,60,5080,,
Miyazaki,2020-07-06,17,0,1,0,18,1609,,
Kagoshima,2020-07-06,11,0,96,0,107,3726,,
Okinawa,2020-07-06,139,7,0,0,142,3047,,
Hokkaido,2020-07-07,1098,101,78,6,1277,22261,,
Aomori,2020-07-07,26,1,0,0,27,1020,,
Iwate,2020-07-07,0,0,0,0,0,1026,,
Miyagi,2020-07-07,90,1,7,0,98,4089,,
Akita,2020-07-07,16,0,0,0,16,1007,,
Yamagata,2020-07-07,68,0,4,1,71,2595,,
Fukushima,2020-07-07,81,0,1,0,82,7370,,
Ibaraki,2020-07-07,163,10,14,1,187,5561,,
Tochigi,2020-07-07,67,0,19,0,87,8201,,
Gunma,2020-07-07,133,19,3,0,155,5375,,
Saitama,2020-07-07,1016,67,199,3,1282,40308,,
Chiba,2020-07-07,899,46,85,1,1030,19367,,
Tokyo,2020-07-07,5772,325,876,8,6973,96939,,
Kanagawa,2020-07-07,1382,96,127,7,1605,13437,,
Niigata,2020-07-07,83,0,1,0,85,5137,,
Toyama,2020-07-07,205,22,1,0,228,4132,,
Ishikawa,2020-07-07,265,27,8,1,300,2937,,
Fukui,2020-07-07,114,8,0,0,122,3558,,
Yamanashi,2020-07-07,74,1,0,0,75,6012,,
Nagano,2020-07-07,76,,1,0,77,3382,,
Gifu,2020-07-07,147,7,9,2,163,5519,,
Shizuoka,2020-07-07,81,1,4,0,86,8040,,
Aichi,2020-07-07,480,34,7,0,526,13558,,
Mie,2020-07-07,45,1,0,0,46,2980,,
Shiga,2020-07-07,99,1,3,0,103,2566,,
Kyoto,2020-07-07,352,18,34,0,404,11133,,
Osaka,2020-07-07,1742,86,77,3,1905,43972,,
Hyogo,2020-07-07,658,45,13,0,716,15792,,
Nara,2020-07-07,90,2,6,0,98,3943,,
Wakayama,2020-07-07,61,3,0,0,64,4077,,
Tottori,2020-07-07,3,0,1,0,4,1848,,
Shimane,2020-07-07,24,0,0,0,24,1263,,
Okayama,2020-07-07,26,,2,,28,1999,,
Hiroshima,2020-07-07,165,3,4,0,171,8025,,
Yamaguchi,2020-07-07,37,0,0,0,37,2533,,
Tokushima,2020-07-07,4,1,4,0,9,973,,
Kagawa,2020-07-07,28,0,0,0,28,2842,,
Ehime,2020-07-07,77,5,0,0,82,2645,,
Kochi,2020-07-07,71,3,0,0,74,1998,,
Fukuoka,2020-07-07,814,33,31,2,878,17041,,
Saga,2020-07-07,47,0,0,0,47,1677,,
Nagasaki,2020-07-07,16,1,1,0,18,3489,,
Kumamoto,2020-07-07,46,3,0,0,49,4381,,
Oita,2020-07-07,59,1,0,0,60,5131,,
Miyazaki,2020-07-07,17,0,1,0,18,1624,,
Kagoshima,2020-07-07,11,0,99,0,110,4237,,
Okinawa,2020-07-07,139,7,0,0,142,3047,,
Hokkaido,2020-07-08,1106,101,71,6,1278,22347,,
Aomori,2020-07-08,26,1,0,0,27,1027,,
Iwate,2020-07-08,0,0,0,0,0,1046,,
Miyagi,2020-07-08,91,1,6,0,98,4251,,
Akita,2020-07-08,16,0,0,0,16,1007,,
Yamagata,2020-07-08,68,1,3,0,71,2609,,
Fukushima,2020-07-08,82,0,0,0,82,7477,,
Ibaraki,2020-07-08,163,10,15,1,188,5621,,
Tochigi,2020-07-08,72,0,14,0,88,8464,,
Gunma,2020-07-08,133,19,3,0,155,5558,,
Saitama,2020-07-08,1032,67,231,4,1330,41312,,
Chiba,2020-07-08,899,46,95,1,1040,19479,,
Tokyo,2020-07-08,5876,325,847,6,7048,100107,,
Kanagawa,2020-07-08,1378,96,154,12,1628,13695,,
Niigata,2020-07-08,83,0,1,0,86,5170,,
Toyama,2020-07-08,205,22,2,0,229,4147,,
Ishikawa,2020-07-08,266,27,7,1,300,2944,,
Fukui,2020-07-08,114,8,0,0,122,3587,,
Yamanashi,2020-07-08,74,1,0,0,75,6061,,
Nagano,2020-07-08,76,,1,0,77,3411,,
Gifu,2020-07-08,148,7,5,2,160,5567,,
Shizuoka,2020-07-08,81,1,6,0,88,8188,,
Aichi,2020-07-08,480,34,7,0,526,13693,,
Mie,2020-07-08,45,1,0,0,46,2993,,
Shiga,2020-07-08,99,1,4,0,104,2593,,
Kyoto,2020-07-08,353,18,42,0,413,11314,,
Osaka,2020-07-08,1742,86,77,3,1905,43972,,
Hyogo,2020-07-08,659,45,13,0,717,16089,,
Nara,2020-07-08,90,2,8,0,100,4383,,
Wakayama,2020-07-08,61,3,0,0,64,4095,,
Tottori,2020-07-08,3,0,1,0,4,1877,,
Shimane,2020-07-08,24,0,0,0,24,1267,,
Okayama,2020-07-08,26,,2,,28,2014,,
Hiroshima,2020-07-08,165,3,4,0,171,8076,,
Yamaguchi,2020-07-08,37,0,0,0,37,2542,,
Tokushima,2020-07-08,4,1,4,0,9,1018,,
Kagawa,2020-07-08,28,0,0,0,28,2895,,
Ehime,2020-07-08,77,5,0,0,82,2654,,
Kochi,2020-07-08,71,3,0,0,74,2006,,
Fukuoka,2020-07-08,814,33,38,2,885,17222,,
Saga,2020-07-08,47,0,0,0,47,1682,,
Nagasaki,2020-07-08,16,1,1,0,18,3544,,
Kumamoto,2020-07-08,46,3,0,0,49,4395,,
Oita,2020-07-08,59,1,0,0,60,5219,,
Miyazaki,2020-07-08,17,0,1,0,18,1645,,
Kagoshima,2020-07-08,11,0,111,0,122,4841,,
Okinawa,2020-07-08,139,7,1,0,144,3062,,
Hokkaido,2020-07-09,1120,101,61,6,1282,22533,,
Aomori,2020-07-09,26,1,0,0,27,1038,,
Iwate,2020-07-09,0,0,0,0,0,1084,,
Miyagi,2020-07-09,91,1,7,0,99,4286,,
Akita,2020-07-09,16,0,0,0,16,1012,,
Yamagata,2020-07-09,68,1,3,0,71,2618,,
Fukushima,2020-07-09,82,0,0,0,82,7598,,
Ibaraki,2020-07-09,165,10,14,1,189,5685,,
Tochigi,2020-07-09,74,0,11,0,90,8652,,
Gunma,2020-07-09,133,19,3,0,155,5602,,
Saitama,2020-07-09,1041,67,244,3,1352,42105,,
Chiba,2020-07-09,906,46,110,0,1062,19698,,
Tokyo,2020-07-09,5979,325,968,6,7272,107242,,
Kanagawa,2020-07-09,1409,97,147,6,1653,13894,,
Niigata,2020-07-09,83,0,1,0,86,5212,,
Toyama,2020-07-09,205,22,3,0,230,4182,,
Ishikawa,2020-07-09,267,27,6,1,300,2950,,
Fukui,2020-07-09,114,8,0,0,122,3615,,
Yamanashi,2020-07-09,74,1,0,0,75,6095,,
Nagano,2020-07-09,76,,1,0,77,3434,,
Gifu,2020-07-09,148,7,7,2,162,5647,,
Shizuoka,2020-07-09,82,1,8,0,91,8458,,
Aichi,2020-07-09,481,34,8,0,528,13813,,
Mie,2020-07-09,45,1,0,0,46,3009,,
Shiga,2020-07-09,99,1,4,0,104,2626,,
Kyoto,2020-07-09,356,18,41,0,415,11482,,
Osaka,2020-07-09,1750,86,79,3,1915,44724,,
Hyogo,2020-07-09,660,45,15,0,720,16313,,
Nara,2020-07-09,90,2,10,0,102,4383,,
Wakayama,2020-07-09,61,3,2,0,66,4106,,
Tottori,2020-07-09,3,0,1,0,4,1922,,
Shimane,2020-07-09,24,0,0,0,24,1278,,
Okayama,2020-07-09,26,,2,,28,2026,,
Hiroshima,2020-07-09,165,3,4,0,171,8128,,
Yamaguchi,2020-07-09,37,0,0,0,37,2592,,
Tokushima,2020-07-09,4,1,4,0,9,1053,,
Kagawa,2020-07-09,28,0,0,0,28,2919,,
Ehime,2020-07-09,77,5,0,0,82,2657,,
Kochi,2020-07-09,71,3,0,0,74,2006,,
Fukuoka,2020-07-09,816,33,49,3,898,17409,,
Saga,2020-07-09,47,0,0,0,47,1686,,
Nagasaki,2020-07-09,16,1,2,0,19,3645,,
Kumamoto,2020-07-09,46,3,0,0,49,4410,,
Oita,2020-07-09,59,1,0,0,60,5280,,
Miyazaki,2020-07-09,17,0,1,0,18,1661,,
Kagoshima,2020-07-09,11,0,111,0,122,4841,,
Okinawa,2020-07-09,139,7,2,0,145,3062,,
Hokkaido,2020-07-10,1126,101,56,6,1283,22763,,
Aomori,2020-07-10,26,1,1,0,28,1055,,
Iwate,2020-07-10,0,0,0,0,0,1099,,
Miyagi,2020-07-10,92,1,7,0,100,4410,,
Akita,2020-07-10,16,0,0,0,16,1012,,
Yamagata,2020-07-10,68,1,3,0,71,2621,,
Fukushima,2020-07-10,82,0,1,0,83,7698,,
Ibaraki,2020-07-10,167,10,19,1,196,5714,,
Tochigi,2020-07-10,82,0,11,0,90,8866,,
Gunma,2020-07-10,133,19,3,0,155,5690,,
Saitama,2020-07-10,1060,67,269,3,1396,42723,,
Chiba,2020-07-10,910,46,118,0,1074,20087,,
Tokyo,2020-07-10,6094,325,1096,5,7515,111462,,
Kanagawa,2020-07-10,1430,97,158,8,1685,14021,,
Niigata,2020-07-10,83,0,2,0,86,5253,,
Toyama,2020-07-10,205,22,3,0,230,4225,,
Ishikawa,2020-07-10,267,27,6,1,300,2956,,
Fukui,2020-07-10,114,8,0,0,122,3638,,
Yamanashi,2020-07-10,74,1,1,0,76,6139,,
Nagano,2020-07-10,76,,1,0,77,3454,,
Gifu,2020-07-10,148,7,7,2,162,5747,,
Shizuoka,2020-07-10,82,1,9,0,92,8602,,
Aichi,2020-07-10,481,34,8,0,528,13813,,
Mie,2020-07-10,45,1,0,0,46,3021,,
Shiga,2020-07-10,99,1,4,0,104,2677,,
Kyoto,2020-07-10,362,18,40,0,420,11599,,
Osaka,2020-07-10,1763,86,96,3,1945,45469,,
Hyogo,2020-07-10,662,45,15,0,722,16552,,
Nara,2020-07-10,90,2,15,0,107,4383,,
Wakayama,2020-07-10,61,3,7,0,71,4318,,
Tottori,2020-07-10,3,0,1,0,4,1935,,
Shimane,2020-07-10,24,0,0,0,24,1281,,
Okayama,2020-07-10,26,,2,,28,2031,,
Hiroshima,2020-07-10,165,3,6,0,173,8178,,
Yamaguchi,2020-07-10,37,0,0,0,37,2616,,
Tokushima,2020-07-10,4,1,4,0,10,1104,,
Kagawa,2020-07-10,28,0,0,0,28,2952,,
Ehime,2020-07-10,77,5,0,0,82,2663,,
Kochi,2020-07-10,71,3,0,0,74,2014,,
Fukuoka,2020-07-10,816,33,53,4,902,17729,,
Saga,2020-07-10,47,0,0,0,47,1690,,
Nagasaki,2020-07-10,16,1,2,0,19,3725,,
Kumamoto,2020-07-10,46,3,0,0,49,4421,,
Oita,2020-07-10,59,1,0,0,60,5313,,
Miyazaki,2020-07-10,17,0,1,0,18,1674,,
Kagoshima,2020-07-10,11,0,111,0,124,6048,,
Okinawa,2020-07-10,139,7,3,0,145,3097,,
Hokkaido,2020-07-11,1126,101,62,5,1289,23073,,
Aomori,2020-07-11,26,1,2,0,29,1065,,
Iwate,2020-07-11,0,0,0,0,0,1099,,
Miyagi,2020-07-11,92,1,7,0,100,4446,,
Akita,2020-07-11,16,0,0,0,16,1012,,
Yamagata,2020-07-11,68,1,3,0,71,2626,,
Fukushima,2020-07-11,82,0,1,0,83,7774,,
Ibaraki,2020-07-11,167,10,19,1,196,5714,,
Tochigi,2020-07-11,82,0,11,0,93,9109,,
Gunma,2020-07-11,133,19,3,0,155,5734,,
Saitama,2020-07-11,1083,67,281,3,1431,42988,,
Chiba,2020-07-11,914,46,128,0,1088,20335,,
Tokyo,2020-07-11,6169,325,1227,5,7721,113458,,
Kanagawa,2020-07-11,1464,97,158,8,1720,14021,,
Niigata,2020-07-11,83,0,3,0,87,5285,,
Toyama,2020-07-11,205,22,3,0,230,4225,,
Ishikawa,2020-07-11,267,27,6,1,300,2958,,
Fukui,2020-07-11,114,8,0,0,122,3673,,
Yamanashi,2020-07-11,74,1,1,0,76,6139,,
Nagano,2020-07-11,76,,1,0,77,3472,,
Gifu,2020-07-11,148,7,7,2,162,5808,,
Shizuoka,2020-07-11,82,1,9,0,92,8602,,
Aichi,2020-07-11,482,34,7,0,528,13977,,
Mie,2020-07-11,45,1,0,0,47,3051,,
Shiga,2020-07-11,100,1,3,0,104,2735,,
Kyoto,2020-07-11,362,18,40,0,420,11599,,
Osaka,2020-07-11,1777,86,104,3,1967,46112,,
Hyogo,2020-07-11,662,45,19,0,726,16730,,
Nara,2020-07-11,90,2,22,0,114,4383,,
Wakayama,2020-07-11,61,3,11,0,75,4413,,
Tottori,2020-07-11,3,0,1,0,4,1935,,
Shimane,2020-07-11,24,0,0,0,24,1284,,
Okayama,2020-07-11,26,,2,,28,2031,,
Hiroshima,2020-07-11,166,3,8,0,176,8178,,
Yamaguchi,2020-07-11,37,0,0,0,37,2659,,
Tokushima,2020-07-11,4,1,4,0,10,1144,,
Kagawa,2020-07-11,28,0,1,0,29,2975,,
Ehime,2020-07-11,77,5,0,0,82,2663,,
Kochi,2020-07-11,71,3,0,0,74,2015,,
Fukuoka,2020-07-11,817,33,58,4,908,17868,,
Saga,2020-07-11,47,0,0,0,47,1697,,
Nagasaki,2020-07-11,16,1,2,0,19,3806,,
Kumamoto,2020-07-11,46,3,0,0,49,4421,,
Oita,2020-07-11,59,1,0,0,60,5325,,
Miyazaki,2020-07-11,17,0,1,0,18,1674,,
Kagoshima,2020-07-11,11,0,121,0,132,6512,,
Okinawa,2020-07-11,139,7,3,0,148,3097,,
Hokkaido,2020-07-12,1130,101,59,5,1290,23261,,
Aomori,2020-07-12,26,1,2,0,29,1065,,
Iwate,2020-07-12,0,0,0,0,0,1099,,
Miyagi,2020-07-12,94,1,9,0,104,4544,,
Akita,2020-07-12,16,0,0,0,16,1012,,
Yamagata,2020-07-12,68,1,3,0,71,2639,,
Fukushima,2020-07-12,82,0,1,0,83,7798,,
Ibaraki,2020-07-12,169,10,20,1,199,5714,,
Tochigi,2020-07-12,82,0,11,0,93,9229,,
Gunma,2020-07-12,134,19,2,0,155,5748,,
Saitama,2020-07-12,1087,67,308,4,1462,43157,,
Chiba,2020-07-12,921,46,152,0,1119,20693,,
Tokyo,2020-07-12,6223,325,1379,5,7927,113458,,
Kanagawa,2020-07-12,1488,97,158,8,1743,14021,,
Niigata,2020-07-12,83,0,3,0,87,5290,,
Toyama,2020-07-12,205,22,3,0,230,4225,,
Ishikawa,2020-07-12,267,27,6,1,300,2959,,
Fukui,2020-07-12,114,8,1,0,123,3683,,
Yamanashi,2020-07-12,74,1,1,0,76,6139,,
Nagano,2020-07-12,76,,2,0,78,3485,,
Gifu,2020-07-12,148,7,7,2,162,5825,,
Shizuoka,2020-07-12,82,1,11,0,94,8602,,
Aichi,2020-07-12,483,34,8,0,528,13977,,
Mie,2020-07-12,45,1,0,0,48,3075,,
Shiga,2020-07-12,100,1,5,1,106,2737,,
Kyoto,2020-07-12,362,18,40,0,420,11599,,
Osaka,2020-07-12,1777,86,104,3,1967,46112,,
Hyogo,2020-07-12,662,45,24,0,731,16817,,
Nara,2020-07-12,90,2,27,0,119,4383,,
Wakayama,2020-07-12,61,3,16,0,80,4515,,
Tottori,2020-07-12,3,0,2,0,5,1950,,
Shimane,2020-07-12,24,0,0,0,24,1285,,
Okayama,2020-07-12,26,,2,,28,2038,,
Hiroshima,2020-07-12,166,3,10,0,178,8178,,
Yamaguchi,2020-07-12,37,0,0,0,37,2662,,
Tokushima,2020-07-12,4,1,4,0,10,1183,,
Kagawa,2020-07-12,28,0,1,0,29,2975,,
Ehime,2020-07-12,77,5,0,0,82,2663,,
Kochi,2020-07-12,71,3,0,0,74,2025,,
Fukuoka,2020-07-12,818,33,66,4,917,17868,,
Saga,2020-07-12,47,0,0,0,47,1700,,
Nagasaki,2020-07-12,16,1,2,0,19,3878,,
Kumamoto,2020-07-12,46,3,0,0,49,4421,,
Oita,2020-07-12,59,1,0,0,60,5331,,
Miyazaki,2020-07-12,17,0,1,0,18,1674,,
Kagoshima,2020-07-12,11,0,134,0,145,6949,,
Okinawa,2020-07-12,139,7,3,0,148,3097,,
Hokkaido,2020-07-13,1132,101,61,5,1294,23417,,
Aomori,2020-07-13,25,1,3,0,29,1086,,
Iwate,2020-07-13,0,0,0,0,0,1149,,
Miyagi,2020-07-13,94,1,11,0,106,4609,,
Akita,2020-07-13,16,0,0,0,16,1018,,
Yamagata,2020-07-13,68,1,3,0,72,2642,,
Fukushima,2020-07-13,82,0,1,0,83,7891,,
Ibaraki,2020-07-13,171,10,21,1,202,5846,,
Tochigi,2020-07-13,82,0,19,0,95,9301,,
Gunma,2020-07-13,134,19,4,0,156,5802,,
Saitama,2020-07-13,1103,67,318,4,1488,43923,,
Chiba,2020-07-13,930,46,161,0,1137,20924,,
Tokyo,2020-07-13,6336,325,1385,6,8046,118435,,
Kanagawa,2020-07-13,1484,97,179,11,1760,14411,,
Niigata,2020-07-13,83,0,3,0,87,5305,,
Toyama,2020-07-13,205,22,3,0,230,4294,,
Ishikawa,2020-07-13,267,27,6,1,300,2964,,
Fukui,2020-07-13,114,8,2,0,124,3686,,
Yamanashi,2020-07-13,74,1,1,0,76,6249,,
Nagano,2020-07-13,76,,3,0,79,4564,,
Gifu,2020-07-13,148,7,7,2,162,5829,,
Shizuoka,2020-07-13,82,1,11,0,94,8933,,
Aichi,2020-07-13,483,34,8,0,530,14450,,
Mie,2020-07-13,45,1,3,0,50,3084,,
Shiga,2020-07-13,100,1,5,1,106,2742,,
Kyoto,2020-07-13,366,18,63,0,447,12044,,
Osaka,2020-07-13,1806,86,153,5,2045,46112,,
Hyogo,2020-07-13,663,45,30,0,738,16846,,
Nara,2020-07-13,91,2,30,0,123,4383,,
Wakayama,2020-07-13,61,3,19,0,83,4556,,
Tottori,2020-07-13,3,0,2,0,5,2022,,
Shimane,2020-07-13,24,0,0,0,24,1286,,
Okayama,2020-07-13,26,,2,,28,2046,,
Hiroshima,2020-07-13,166,3,11,0,179,8393,,
